method,chart_id,field,question_field,leg_index,correct,error_type,comparison_policy,pred_json,target_json
A2,KAMG_R16,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_not_applicable,degree_display_rounding,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 156.9, ""type"": ""course_deg""}}"
A2,KAMG_R16,leg_1.Q5_hold_params,Q5_hold_params,1,False,target_not_present_but_pred_present,exact_status_value,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": null, ""leg_time_min"": 1.0, ""turn"": ""RIGHT""}}","{""status"": ""not_applicable"", ""value"": null}"
A2,KAMG_R16,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_not_applicable,exact_status_value,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
A2,KAMG_R16,leg_2.Q5_hold_params,Q5_hold_params,2,False,target_not_present_but_pred_present,exact_status_value,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": null, ""leg_time_min"": 1.0, ""turn"": ""RIGHT""}}","{""status"": ""not_applicable"", ""value"": null}"
A2,KAMG_R16,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,True,correct,exact_status_value,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""not_applicable"", ""value"": null}"
A2,KAMG_R16,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_inbound_course_deg,exact_status_value,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": 21.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}","{""status"": ""present"", ""value"": {""inbound_course_deg"": 337.0, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
A2,KAMG_R34,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_not_applicable,degree_display_rounding,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 336.9, ""type"": ""course_deg""}}"
A2,KAMG_R34,leg_1.Q5_hold_params,Q5_hold_params,1,False,target_not_present_but_pred_present,exact_status_value,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": null, ""leg_time_min"": 1.0, ""turn"": ""RIGHT""}}","{""status"": ""not_applicable"", ""value"": null}"
A2,KAMG_R34,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_not_applicable,exact_status_value,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
A2,KAMG_R34,leg_2.Q5_hold_params,Q5_hold_params,2,False,target_not_present_but_pred_present,exact_status_value,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": null, ""leg_time_min"": 1.0, ""turn"": ""RIGHT""}}","{""status"": ""not_applicable"", ""value"": null}"
A2,KAMG_R34,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
A2,KAMG_R34,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_leg_or_field,degree_display_rounding,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 156.8, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
A2,KAMN_R09,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_unknown,degree_display_rounding,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 95.2, ""type"": ""course_deg""}}"
A2,KAMN_R09,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_not_applicable,exact_status_value,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
A2,KAMN_R09,leg_2.Q5_hold_params,Q5_hold_params,2,False,target_not_present_but_pred_present,exact_status_value,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}","{""status"": ""not_applicable"", ""value"": null}"
A2,KAMN_R09,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
A2,KAMN_R09,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_leg_or_field,degree_display_rounding,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 275.4, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
A2,KAMN_R18,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,type_mismatch:direct->course_deg,degree_display_rounding,"{""status"": ""present"", ""value"": {""type"": ""direct""}}","{""status"": ""present"", ""value"": {""course_deg"": 185.3, ""type"": ""course_deg""}}"
A2,KAMN_R18,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""present"", ""value"": {""type"": ""direct""}}"
A2,KAMN_R18,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
A2,KAMN_R18,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_leg_or_field,degree_display_rounding,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 185.3, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
A2,KAMN_R27,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_unknown,degree_display_rounding,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 275.3, ""type"": ""course_deg""}}"
A2,KAMN_R27,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_not_applicable,exact_status_value,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
A2,KAMN_R27,leg_2.Q5_hold_params,Q5_hold_params,2,False,target_not_present_but_pred_present,exact_status_value,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": null, ""leg_time_min"": 1.0, ""turn"": ""RIGHT""}}","{""status"": ""not_applicable"", ""value"": null}"
A2,KAMN_R27,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,True,correct,exact_status_value,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""not_applicable"", ""value"": null}"
A2,KAMN_R27,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_inbound_course_deg,degree_display_rounding,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": null, ""leg_time_min"": 1.0, ""turn"": ""RIGHT""}}","{""status"": ""present"", ""value"": {""inbound_course_deg"": 275.4, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
A2,KAMT_R05,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_unknown,degree_display_rounding,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 49.1, ""type"": ""course_deg""}}"
A2,KAMT_R05,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,True,correct,exact_status_value,"{""status"": ""present"", ""value"": {""type"": ""direct""}}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
A2,KAMT_R05,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
A2,KAMT_R05,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_leg_or_field,degree_display_rounding,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 229.3, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
A2,KAMT_R23,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_unknown,degree_display_rounding,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 229.2, ""type"": ""course_deg""}}"
A2,KAMT_R23,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_not_applicable,exact_status_value,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
A2,KAMT_R23,leg_2.Q5_hold_params,Q5_hold_params,2,False,target_not_present_but_pred_present,exact_status_value,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": null, ""leg_time_min"": 1.0, ""turn"": ""RIGHT""}}","{""status"": ""not_applicable"", ""value"": null}"
A2,KAMT_R23,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
A2,KAMT_R23,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_leg_or_field,degree_display_rounding,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 49.1, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
A2,KAMW_R01,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_unknown,degree_display_rounding,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 13.6, ""type"": ""course_deg""}}"
A2,KAMW_R01,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_not_applicable,exact_status_value,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
A2,KAMW_R01,leg_2.Q5_hold_params,Q5_hold_params,2,False,target_not_present_but_pred_present,exact_status_value,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": null, ""leg_time_min"": 1.0, ""turn"": ""RIGHT""}}","{""status"": ""not_applicable"", ""value"": null}"
A2,KAMW_R01,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,True,correct,exact_status_value,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""not_applicable"", ""value"": null}"
A2,KAMW_R01,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_inbound_course_deg,degree_display_rounding,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}","{""status"": ""present"", ""value"": {""inbound_course_deg"": 193.7, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""LEFT""}}"
A2,KAMW_R13,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_unknown,degree_display_rounding,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 133.1, ""type"": ""course_deg""}}"
A2,KAMW_R13,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_not_applicable,exact_status_value,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
A2,KAMW_R13,leg_2.Q5_hold_params,Q5_hold_params,2,False,target_not_present_but_pred_present,exact_status_value,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": null, ""leg_time_min"": 1.0, ""turn"": ""RIGHT""}}","{""status"": ""not_applicable"", ""value"": null}"
A2,KAMW_R13,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,True,correct,exact_status_value,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""not_applicable"", ""value"": null}"
A2,KAMW_R13,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_inbound_course_deg,degree_display_rounding,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": null, ""leg_time_min"": 1.0, ""turn"": ""RIGHT""}}","{""status"": ""present"", ""value"": {""inbound_course_deg"": 313.3, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
A2,KAMW_R19,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_not_applicable,degree_display_rounding,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 193.6, ""type"": ""course_deg""}}"
A2,KAMW_R19,leg_1.Q5_hold_params,Q5_hold_params,1,False,target_not_present_but_pred_present,exact_status_value,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}","{""status"": ""not_applicable"", ""value"": null}"
A2,KAMW_R19,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""present"", ""value"": {""type"": ""direct""}}"
A2,KAMW_R19,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
A2,KAMW_R19,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_leg_or_field,degree_display_rounding,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 13.5, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
A2,KANB_R05,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,type_mismatch:direct->course_deg,degree_display_rounding,"{""status"": ""present"", ""value"": {""type"": ""direct""}}","{""status"": ""present"", ""value"": {""course_deg"": 52.4, ""type"": ""course_deg""}}"
A2,KANB_R05,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_not_applicable,exact_status_value,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
A2,KANB_R05,leg_2.Q5_hold_params,Q5_hold_params,2,False,target_not_present_but_pred_present,exact_status_value,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": null, ""leg_time_min"": 1.0, ""turn"": ""RIGHT""}}","{""status"": ""not_applicable"", ""value"": null}"
A2,KANB_R05,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,status_not_applicable,degree_display_rounding,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 209.8, ""type"": ""course_deg""}}"
A2,KANB_R05,leg_3.Q5_hold_params,Q5_hold_params,3,False,target_not_present_but_pred_present,exact_status_value,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": null, ""leg_time_min"": 1.0, ""turn"": ""RIGHT""}}","{""status"": ""not_applicable"", ""value"": null}"
A2,KANB_R05,leg_4.Q4_course_or_radial,Q4_course_or_radial,4,False,missing_leg_or_field,degree_display_rounding,null,"{""status"": ""present"", ""value"": {""course_deg"": 299.7, ""type"": ""course_deg""}}"
A2,KANB_R05,leg_5.Q4_course_or_radial,Q4_course_or_radial,5,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
A2,KANB_R05,leg_5.Q5_hold_params,Q5_hold_params,5,False,missing_leg_or_field,degree_display_rounding,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 52.3, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""LEFT""}}"
A2,KANB_R23,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,missing_leg_or_field,degree_display_rounding,null,"{""status"": ""present"", ""value"": {""course_deg"": 232.5, ""type"": ""course_deg""}}"
A2,KANB_R23,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""present"", ""value"": {""type"": ""direct""}}"
A2,KANB_R23,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
A2,KANB_R23,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_leg_or_field,degree_display_rounding,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 52.3, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""LEFT""}}"
A2,KANJ_R14,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_unknown,degree_display_rounding,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 142.8, ""type"": ""course_deg""}}"
A2,KANJ_R14,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_not_applicable,exact_status_value,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
A2,KANJ_R14,leg_2.Q5_hold_params,Q5_hold_params,2,False,target_not_present_but_pred_present,exact_status_value,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": null, ""leg_time_min"": 1.0, ""turn"": ""RIGHT""}}","{""status"": ""not_applicable"", ""value"": null}"
A2,KANJ_R14,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,missing_leg_or_field,degree_display_rounding,null,"{""status"": ""present"", ""value"": {""course_deg"": 146.7, ""type"": ""course_deg""}}"
A2,KANJ_R14,leg_4.Q4_course_or_radial,Q4_course_or_radial,4,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
A2,KANJ_R14,leg_4.Q5_hold_params,Q5_hold_params,4,False,missing_leg_or_field,degree_display_rounding,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 129.3, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
A2,KANJ_R32,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,type_mismatch:direct->course_deg,degree_display_rounding,"{""status"": ""present"", ""value"": {""type"": ""direct""}}","{""status"": ""present"", ""value"": {""course_deg"": 322.9, ""type"": ""course_deg""}}"
A2,KANJ_R32,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_not_applicable,exact_status_value,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
A2,KANJ_R32,leg_2.Q5_hold_params,Q5_hold_params,2,False,target_not_present_but_pred_present,exact_status_value,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}","{""status"": ""not_applicable"", ""value"": null}"
A2,KANJ_R32,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
A2,KANJ_R32,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_leg_or_field,degree_display_rounding,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 142.7, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
A2,KANP_RNV-A,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_not_applicable,degree_display_rounding,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 297.6, ""type"": ""course_deg""}}"
A2,KANP_RNV-A,leg_1.Q5_hold_params,Q5_hold_params,1,False,target_not_present_but_pred_present,exact_status_value,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": null, ""leg_time_min"": 1.0, ""turn"": ""RIGHT""}}","{""status"": ""not_applicable"", ""value"": null}"
A2,KANP_RNV-A,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""present"", ""value"": {""type"": ""direct""}}"
A2,KANP_RNV-A,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
A2,KANP_RNV-A,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_leg_or_field,degree_display_rounding,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 297.7, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""LEFT""}}"
A2,KANQ_R05,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,type_mismatch:direct->course_deg,degree_display_rounding,"{""status"": ""present"", ""value"": {""type"": ""direct""}}","{""status"": ""present"", ""value"": {""course_deg"": 52.0, ""type"": ""course_deg""}}"
A2,KANQ_R05,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_not_applicable,exact_status_value,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
A2,KANQ_R05,leg_2.Q5_hold_params,Q5_hold_params,2,False,target_not_present_but_pred_present,exact_status_value,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": null, ""leg_time_min"": 1.0, ""turn"": ""RIGHT""}}","{""status"": ""not_applicable"", ""value"": null}"
A2,KANQ_R05,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
A2,KANQ_R05,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_leg_or_field,degree_display_rounding,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 232.2, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
A2,KANQ_R23,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_unknown,degree_display_rounding,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 232.1, ""type"": ""course_deg""}}"
A2,KANQ_R23,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_not_applicable,exact_status_value,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
A2,KANQ_R23,leg_2.Q5_hold_params,Q5_hold_params,2,False,target_not_present_but_pred_present,exact_status_value,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": null, ""leg_time_min"": 1.0, ""turn"": ""RIGHT""}}","{""status"": ""not_applicable"", ""value"": null}"
A2,KANQ_R23,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,True,correct,exact_status_value,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""not_applicable"", ""value"": null}"
A2,KANQ_R23,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_inbound_course_deg,degree_display_rounding,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}","{""status"": ""present"", ""value"": {""inbound_course_deg"": 51.9, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
A2,KANW_R13,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,type_mismatch:direct->course_deg,degree_display_rounding,"{""status"": ""present"", ""value"": {""type"": ""direct""}}","{""status"": ""present"", ""value"": {""course_deg"": 128.3, ""type"": ""course_deg""}}"
A2,KANW_R13,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_not_applicable,exact_status_value,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
A2,KANW_R13,leg_2.Q5_hold_params,Q5_hold_params,2,False,target_not_present_but_pred_present,exact_status_value,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": 2.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}","{""status"": ""not_applicable"", ""value"": null}"
A2,KANW_R13,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
A2,KANW_R13,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_leg_or_field,degree_display_rounding,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 308.5, ""leg_distance_nm"": 5.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
A2,KANW_R17,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_unknown,degree_display_rounding,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 173.3, ""type"": ""course_deg""}}"
A2,KANW_R17,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_not_applicable,exact_status_value,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
A2,KANW_R17,leg_2.Q5_hold_params,Q5_hold_params,2,False,target_not_present_but_pred_present,exact_status_value,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": null, ""leg_time_min"": 1.0, ""turn"": ""RIGHT""}}","{""status"": ""not_applicable"", ""value"": null}"
A2,KANW_R17,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,True,correct,exact_status_value,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""not_applicable"", ""value"": null}"
A2,KANW_R17,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_inbound_course_deg,degree_display_rounding,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": 5.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}","{""status"": ""present"", ""value"": {""inbound_course_deg"": 353.3, ""leg_distance_nm"": 5.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
A2,KANW_R31,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_not_applicable,degree_display_rounding,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 308.4, ""type"": ""course_deg""}}"
A2,KANW_R31,leg_1.Q5_hold_params,Q5_hold_params,1,False,target_not_present_but_pred_present,exact_status_value,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": null, ""leg_time_min"": 1.0, ""turn"": ""RIGHT""}}","{""status"": ""not_applicable"", ""value"": null}"
A2,KANW_R31,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""present"", ""value"": {""type"": ""direct""}}"
A2,KANW_R31,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
A2,KANW_R31,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_leg_or_field,degree_display_rounding,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 128.2, ""leg_distance_nm"": 5.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
A2,KAOO_R03-Z,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_not_applicable,degree_display_rounding,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 26.0, ""type"": ""course_deg""}}"
A2,KAOO_R03-Z,leg_1.Q5_hold_params,Q5_hold_params,1,False,target_not_present_but_pred_present,exact_status_value,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": null, ""leg_time_min"": 1.0, ""turn"": ""RIGHT""}}","{""status"": ""not_applicable"", ""value"": null}"
A2,KAOO_R03-Z,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_not_applicable,exact_status_value,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
A2,KAOO_R03-Z,leg_2.Q5_hold_params,Q5_hold_params,2,False,target_not_present_but_pred_present,exact_status_value,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}","{""status"": ""not_applicable"", ""value"": null}"
A2,KAOO_R03-Z,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
A2,KAOO_R03-Z,leg_4.Q4_course_or_radial,Q4_course_or_radial,4,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
