method,target_scope,chart_id,field,correct,error_type,comparison_policy,pred_compact,target_compact
A1,Q4_direct,KCBF_L36,leg_2.Q4_course_or_radial,False,status_unknown,exact_status_value,"{""status"":""unknown"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A1,Q4_not_applicable,KCBF_L36,leg_3.Q4_course_or_radial,True,correct,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KCBF_L36,leg_3.Q5_hold_params,False,missing_inbound_course_deg,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""present"",""value"":{""inbound_course_deg"":284.0,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}"
A1,Q4_angle,KCBF_R36,leg_1.Q4_course_or_radial,False,status_not_applicable,degree_display_rounding,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":356.5,""type"":""course_deg""}}"
A1,Q5_hold_other,KCBF_R36,leg_1.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_direct,KCBF_R36,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A1,Q5_hold_other,KCBF_R36,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_not_applicable,KCBF_R36,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KCBF_R36,leg_3.Q5_hold_params,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""inbound_course_deg"":176.5,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A1,Q4_angle,KCDI_R04,leg_1.Q4_course_or_radial,False,status_not_applicable,degree_display_rounding,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":40.1,""type"":""course_deg""}}"
A1,Q5_hold_other,KCDI_R04,leg_1.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_direct,KCDI_R04,leg_2.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""present"",""value"":{""type"":""direct""}}"
A1,Q4_not_applicable,KCDI_R04,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KCDI_R04,leg_3.Q5_hold_params,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""inbound_course_deg"":220.2,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A1,Q4_angle,KCDS_R36,leg_1.Q4_course_or_radial,False,status_unknown,degree_display_rounding,"{""status"":""unknown"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":355.9,""type"":""course_deg""}}"
A1,Q4_direct,KCDS_R36,leg_2.Q4_course_or_radial,True,correct,exact_status_value,"{""status"":""present"",""value"":{""type"":""direct""}}","{""status"":""present"",""value"":{""type"":""direct""}}"
A1,Q4_not_applicable,KCDS_R36,leg_3.Q4_course_or_radial,True,correct,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KCDS_R36,leg_3.Q5_hold_params,False,missing_inbound_course_deg,degree_display_rounding,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""present"",""value"":{""inbound_course_deg"":57.7,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A1,Q4_angle,KCEA_RNV-D,leg_1.Q4_course_or_radial,False,status_not_applicable,degree_display_rounding,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":279.8,""type"":""course_deg""}}"
A1,Q5_hold_other,KCEA_RNV-D,leg_1.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_direct,KCEA_RNV-D,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A1,Q5_hold_other,KCEA_RNV-D,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":5.0,""leg_time_min"":null,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_not_applicable,KCEA_RNV-D,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KCEA_RNV-D,leg_3.Q5_hold_params,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""inbound_course_deg"":279.9,""leg_distance_nm"":5.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A1,Q4_angle,KCEC_L12,leg_1.Q4_course_or_radial,False,status_unknown,degree_display_rounding,"{""status"":""unknown"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":119.2,""type"":""course_deg""}}"
A1,Q4_angle,KCEC_L12,leg_2.Q4_course_or_radial,False,status_not_applicable,degree_display_rounding,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""direction"":""inbound"",""navaid"":""CEC"",""radial_deg"":165.8,""type"":""navaid_radial""}}"
A1,Q5_hold_other,KCEC_L12,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_not_applicable,KCEC_L12,leg_3.Q4_course_or_radial,True,correct,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KCEC_L12,leg_3.Q5_hold_params,False,missing_inbound_course_deg,degree_display_rounding,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""present"",""value"":{""inbound_course_deg"":345.8,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""LEFT""}}"
A1,Q4_angle,KCGI_R10,leg_1.Q4_course_or_radial,False,status_unknown,degree_display_rounding,"{""status"":""unknown"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":107.8,""type"":""course_deg""}}"
A1,Q4_direct,KCGI_R10,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A1,Q5_hold_other,KCGI_R10,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_not_applicable,KCGI_R10,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KCGI_R10,leg_3.Q5_hold_params,False,missing_leg_or_field,exact_status_value,null,"{""status"":""present"",""value"":{""inbound_course_deg"":288.0,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A1,Q4_angle,KCHO_R03,leg_1.Q4_course_or_radial,False,status_unknown,degree_display_rounding,"{""status"":""unknown"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":30.1,""type"":""course_deg""}}"
A1,Q4_direct,KCHO_R03,leg_2.Q4_course_or_radial,True,correct,exact_status_value,"{""status"":""present"",""value"":{""type"":""direct""}}","{""status"":""present"",""value"":{""type"":""direct""}}"
A1,Q4_not_applicable,KCHO_R03,leg_3.Q4_course_or_radial,True,correct,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KCHO_R03,leg_3.Q5_hold_params,False,missing_inbound_course_deg,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""present"",""value"":{""inbound_course_deg"":33.0,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A1,Q4_angle,KCII_R33,leg_1.Q4_course_or_radial,False,status_not_applicable,degree_display_rounding,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":337.8,""type"":""course_deg""}}"
A1,Q5_hold_other,KCII_R33,leg_1.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_direct,KCII_R33,leg_2.Q4_course_or_radial,False,status_unknown,exact_status_value,"{""status"":""unknown"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A1,Q4_not_applicable,KCII_R33,leg_3.Q4_course_or_radial,True,correct,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KCII_R33,leg_3.Q5_hold_params,False,missing_inbound_course_deg,degree_display_rounding,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":7.0,""leg_time_min"":null,""turn"":""RIGHT""}}","{""status"":""present"",""value"":{""inbound_course_deg"":147.7,""leg_distance_nm"":7.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A1,Q4_angle,KCJR_L04,leg_1.Q4_course_or_radial,False,status_unknown,degree_display_rounding,"{""status"":""unknown"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":38.2,""type"":""course_deg""}}"
A1,Q4_angle,KCJR_L04,leg_2.Q4_course_or_radial,True,correct,degree_display_rounding,"{""status"":""present"",""value"":{""course_deg"":180.0,""type"":""course_deg""}}","{""status"":""present"",""value"":{""course_deg"":180.0,""type"":""course_deg""}}"
A1,Q4_angle,KCJR_L04,leg_3.Q4_course_or_radial,False,status_not_applicable,degree_display_rounding,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""direction"":""inbound"",""navaid"":""GVE"",""radial_deg"":28.4,""type"":""navaid_radial""}}"
A1,Q5_hold_other,KCJR_L04,leg_3.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_not_applicable,KCJR_L04,leg_4.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KCJR_L04,leg_4.Q5_hold_params,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""inbound_course_deg"":28.4,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}"
A1,Q4_angle,KCMH_I10R,leg_1.Q4_course_or_radial,False,status_unknown,degree_display_rounding,"{""status"":""unknown"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":101.2,""type"":""course_deg""}}"
A1,Q4_direct,KCMH_I10R,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A1,Q5_hold_other,KCMH_I10R,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_not_applicable,KCMH_I10R,leg_3.Q4_course_or_radial,False,status_unknown,exact_status_value,"{""status"":""unknown"",""value"":null}","{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KCMH_I10R,leg_3.Q5_hold_params,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""inbound_course_deg"":38.0,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""LEFT""}}"
A1,Q4_angle,KCNC_R10,leg_1.Q4_course_or_radial,False,status_unknown,degree_display_rounding,"{""status"":""unknown"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":98.6,""type"":""course_deg""}}"
A1,Q4_direct,KCNC_R10,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A1,Q5_hold_other,KCNC_R10,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_not_applicable,KCNC_R10,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KCNC_R10,leg_3.Q5_hold_params,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""inbound_course_deg"":278.7,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A1,Q4_angle,KCOI_R11,leg_1.Q4_course_or_radial,False,status_unknown,degree_display_rounding,"{""status"":""unknown"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":114.3,""type"":""course_deg""}}"
A1,Q4_direct,KCOI_R11,leg_2.Q4_course_or_radial,True,correct,exact_status_value,"{""status"":""present"",""value"":{""type"":""direct""}}","{""status"":""present"",""value"":{""type"":""direct""}}"
A1,Q4_not_applicable,KCOI_R11,leg_3.Q4_course_or_radial,True,correct,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_other,KCOI_R11,leg_3.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_not_applicable,KCOI_R11,leg_4.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KCOI_R11,leg_4.Q5_hold_params,False,missing_leg_or_field,exact_status_value,null,"{""status"":""present"",""value"":{""inbound_course_deg"":18.0,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""LEFT""}}"
A1,Q4_angle,KCRS_R32,leg_1.Q4_course_or_radial,False,status_unknown,degree_display_rounding,"{""status"":""unknown"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":319.1,""type"":""course_deg""}}"
A1,Q4_direct,KCRS_R32,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A1,Q5_hold_other,KCRS_R32,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_not_applicable,KCRS_R32,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KCRS_R32,leg_3.Q5_hold_params,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""inbound_course_deg"":162.8,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A1,Q4_angle,KCRW_L05,leg_1.Q4_course_or_radial,False,status_unknown,degree_display_rounding,"{""status"":""unknown"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":51.7,""type"":""course_deg""}}"
A1,Q4_direct,KCRW_L05,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A1,Q5_hold_other,KCRW_L05,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A1,Q4_not_applicable,KCRW_L05,leg_3.Q4_course_or_radial,False,status_unknown,exact_status_value,"{""status"":""unknown"",""value"":null}","{""status"":""not_applicable"",""value"":null}"
A1,Q5_hold_inbound_course,KCRW_L05,leg_3.Q5_hold_params,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""inbound_course_deg"":81.0,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}"
A2,Q4_angle,KAAA_R03,leg_1.Q4_course_or_radial,False,status_unknown,degree_display_rounding,"{""status"":""unknown"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":35.3,""type"":""course_deg""}}"
A2,Q4_direct,KAAA_R03,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A2,Q5_hold_other,KAAA_R03,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A2,Q4_not_applicable,KAAA_R03,leg_3.Q4_course_or_radial,True,correct,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""not_applicable"",""value"":null}"
A2,Q5_hold_inbound_course,KAAA_R03,leg_3.Q5_hold_params,False,missing_inbound_course_deg,degree_display_rounding,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}","{""status"":""present"",""value"":{""inbound_course_deg"":215.4,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A2,Q4_angle,KAAA_R21,leg_1.Q4_course_or_radial,False,status_not_applicable,degree_display_rounding,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":215.3,""type"":""course_deg""}}"
A2,Q5_hold_other,KAAA_R21,leg_1.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A2,Q4_direct,KAAA_R21,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A2,Q5_hold_other,KAAA_R21,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A2,Q4_not_applicable,KAAA_R21,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A2,Q5_hold_inbound_course,KAAA_R21,leg_3.Q5_hold_params,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""inbound_course_deg"":215.4,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A2,Q4_angle,KAAF_R06,leg_1.Q4_course_or_radial,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""course_deg"":63.3,""type"":""course_deg""}}"
A2,Q4_direct,KAAF_R06,leg_2.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""present"",""value"":{""type"":""direct""}}"
A2,Q4_not_applicable,KAAF_R06,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A2,Q5_hold_inbound_course,KAAF_R06,leg_3.Q5_hold_params,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""inbound_course_deg"":243.4,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A2,Q4_angle,KAAF_R14,leg_1.Q4_course_or_radial,False,status_unknown,degree_display_rounding,"{""status"":""unknown"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":138.3,""type"":""course_deg""}}"
A2,Q4_direct,KAAF_R14,leg_2.Q4_course_or_radial,True,correct,exact_status_value,"{""status"":""present"",""value"":{""type"":""direct""}}","{""status"":""present"",""value"":{""type"":""direct""}}"
A2,Q4_not_applicable,KAAF_R14,leg_3.Q4_course_or_radial,True,correct,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""not_applicable"",""value"":null}"
A2,Q5_hold_inbound_course,KAAF_R14,leg_3.Q5_hold_params,False,missing_inbound_course_deg,degree_display_rounding,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""present"",""value"":{""inbound_course_deg"":243.4,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A2,Q4_angle,KAAF_R24,leg_1.Q4_course_or_radial,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""course_deg"":243.3,""type"":""course_deg""}}"
A2,Q4_direct,KAAF_R24,leg_2.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""present"",""value"":{""type"":""direct""}}"
A2,Q4_not_applicable,KAAF_R24,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A2,Q5_hold_inbound_course,KAAF_R24,leg_3.Q5_hold_params,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""inbound_course_deg"":138.3,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A2,Q4_angle,KAAS_R05,leg_1.Q4_course_or_radial,False,status_unknown,degree_display_rounding,"{""status"":""unknown"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":54.9,""type"":""course_deg""}}"
A2,Q4_direct,KAAS_R05,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A2,Q5_hold_other,KAAS_R05,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":41.0,""leg_time_min"":null,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A2,Q4_not_applicable,KAAS_R05,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A2,Q5_hold_inbound_course,KAAS_R05,leg_3.Q5_hold_params,False,missing_leg_or_field,exact_status_value,null,"{""status"":""present"",""value"":{""inbound_course_deg"":235.0,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A2,Q4_angle,KAAS_R23,leg_1.Q4_course_or_radial,False,status_not_applicable,degree_display_rounding,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":235.0,""type"":""course_deg""}}"
A2,Q5_hold_other,KAAS_R23,leg_1.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A2,Q4_direct,KAAS_R23,leg_2.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""present"",""value"":{""type"":""direct""}}"
A2,Q4_not_applicable,KAAS_R23,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A2,Q5_hold_inbound_course,KAAS_R23,leg_3.Q5_hold_params,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""inbound_course_deg"":54.8,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A2,Q4_angle,KABE_I06,leg_1.Q4_course_or_radial,False,status_unknown,degree_display_rounding,"{""status"":""unknown"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":63.3,""type"":""course_deg""}}"
A2,Q4_angle,KABE_I06,leg_2.Q4_course_or_radial,False,round_equivalent_but_other_mismatch,degree_display_rounding,"{""status"":""present"",""value"":{""direction"":""outbound"",""navaid"":""STW"",""radial_deg"":243.0,""type"":""navaid_radial""}}","{""status"":""present"",""value"":{""direction"":""inbound"",""navaid"":""STW"",""radial_deg"":243.1,""type"":""navaid_radial""}}"
A2,Q4_not_applicable,KABE_I06,leg_3.Q4_course_or_radial,True,correct,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""not_applicable"",""value"":null}"
A2,Q5_hold_inbound_course,KABE_I06,leg_3.Q5_hold_params,False,missing_inbound_course_deg,degree_display_rounding,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""present"",""value"":{""inbound_course_deg"":243.1,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}"
A2,Q4_angle,KABE_R13,leg_1.Q4_course_or_radial,False,type_mismatch:direct->course_deg,degree_display_rounding,"{""status"":""present"",""value"":{""type"":""direct""}}","{""status"":""present"",""value"":{""course_deg"":134.9,""type"":""course_deg""}}"
A2,Q4_direct,KABE_R13,leg_2.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""present"",""value"":{""type"":""direct""}}"
A2,Q4_not_applicable,KABE_R13,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A2,Q4_not_applicable,KABE_R13,leg_4.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A2,Q5_hold_inbound_course,KABE_R13,leg_4.Q5_hold_params,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""inbound_course_deg"":115.1,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A2,Q4_angle,KABE_R24,leg_1.Q4_course_or_radial,False,type_mismatch:direct->course_deg,degree_display_rounding,"{""status"":""present"",""value"":{""type"":""direct""}}","{""status"":""present"",""value"":{""course_deg"":243.4,""type"":""course_deg""}}"
